,school_name,g,wins,losses,win_loss_pct,srs,sos,wins_conf,losses_conf,wins_home,losses_home,wins_visitor,losses_visitor,pts,opp_pts,pace,def_rtg,opp_fta_per_fga_pct,opp_fg3a_per_fga_pct,opp_ts_pct,opp_trb_pct,opp_ast_pct,opp_stl_pct,opp_blk_pct,opp_efg_pct,opp_tov_pct,opp_orb_pct,opp_ft_rate,year
34,Mississippi,33,20,13,.606,12.32,8.13,10,8,11,5,6,5,2485,2347,69.2,102.4,.335,.345,.542,48.9,55.2,8.9,9.8,.510,17.9,29.2,.236,2019
35,Montana,35,26,9,.743,1.50,-5.05,16,4,12,2,9,5,2665,2397,68.6,99.5,.360,.365,.537,48.2,45.3,8.1,8.0,.494,17.5,24.5,.270,2019
36,Murray State,33,28,5,.848,8.96,-3.11,16,2,15,1,10,3,2727,2255,71.8,95.1,.274,.354,.495,47.9,45.2,8.4,9.2,.461,16.9,29.6,.197,2019
37,Nevada,34,29,5,.853,16.00,2.68,15,3,15,0,9,3,2723,2270,70.7,94.4,.280,.399,.505,48.2,51.7,6.6,7.4,.477,17.0,24.7,.189,2019
38,New Mexico State,35,30,5,.857,10.05,-2.38,15,1,16,1,10,1,2734,2259,68.3,94.1,.325,.401,.520,42.8,39.2,7.2,5.9,.486,17.5,20.8,.228,2019
39,North Carolina Central,34,18,16,.529,-11.53,-11.24,10,6,10,2,4,12,2429,2266,68.5,97.0,.305,.352,.518,45.2,53.2,8.5,10.0,.491,17.1,26.2,.205,2019
40,North Carolina,36,29,7,.806,23.94,11.35,16,2,14,2,11,1,3089,2636,75.9,96.1,.284,.438,.517,43.4,54.2,8.8,11.0,.489,16.4,22.4,.193,2019
41,North Dakota State,35,19,16,.543,-4.01,-2.07,9,7,10,3,4,9,2556,2541,66.8,107.9,.259,.353,.554,51.3,45.2,7.7,9.4,.525,13.0,24.5,.194,2019
42,Northeastern,34,23,11,.676,3.95,-0.70,14,4,11,2,8,6,2564,2406,66.3,104.8,.278,.359,.550,50.3,45.3,8.1,7.4,.521,14.9,24.5,.204,2019
43,Northern Kentucky,35,26,9,.743,4.67,-2.39,13,5,17,1,7,7,2747,2410,70.0,97.7,.348,.392,.520,46.8,51.3,8.4,11.1,.481,16.8,25.3,.251,2019
44,Ohio State,35,20,15,.571,13.89,11.00,8,12,12,6,4,7,2419,2318,66.7,98.9,.318,.374,.522,49.1,50.1,9.3,9.2,.483,16.1,25.8,.235,2019
45,Oklahoma,34,20,14,.588,15.30,12.21,7,11,11,4,5,7,2423,2318,69.3,98.0,.231,.413,.498,49.8,49.8,9.5,9.5,.475,14.9,27.8,.156,2019
46,Old Dominion,35,26,9,.743,3.74,-1.18,13,5,14,2,8,4,2300,2128,65.6,92.7,.324,.405,.489,46.8,52.9,7.4,6.8,.456,16.3,24.4,.216,2019
47,Oregon,38,25,13,.658,13.95,6.13,10,8,13,4,5,7,2661,2364,65.5,94.4,.339,.454,.502,48.9,55.1,7.9,8.0,.464,18.2,28.2,.238,2019
48,Prairie View,35,22,13,.629,-7.29,-9.17,17,1,11,0,9,12,2627,2547,72.5,100.4,.464,.360,.553,53.3,51.6,6.9,11.2,.514,21.7,34.1,.321,2019
49,Purdue,36,26,10,.722,21.40,11.99,16,4,15,0,6,6,2760,2421,66.1,100.4,.317,.432,.527,46.3,53.5,7.4,11.6,.490,16.3,26.5,.232,2019
50,Saint Louis,36,23,13,.639,5.06,2.23,10,8,15,2,4,8,2399,2297,67.0,95.2,.335,.376,.509,45.5,54.8,9.0,10.1,.469,17.1,24.6,.242,2019
51,Saint Mary's (CA),34,22,12,.647,12.58,4.40,11,5,14,3,5,5,2463,2185,64.3,99.5,.291,.316,.523,45.6,43.1,7.6,9.2,.489,14.6,22.8,.214,2019
52,Seton Hall,34,20,14,.588,10.25,8.34,9,9,11,4,3,8,2508,2443,70.1,101.4,.328,.402,.535,50.0,53.1,8.1,11.7,.496,17.3,29.2,.244,2019
53,St. John's (NY),34,21,13,.618,7.88,5.50,8,10,11,4,4,7,2623,2542,72.6,101.8,.397,.422,.545,54.2,54.2,7.0,6.4,.507,18.5,29.2,.282,2019
54,Syracuse,34,20,14,.588,13.73,10.09,10,8,13,6,6,4,2370,2246,67.2,98.0,.343,.481,.520,51.6,67.8,9.8,9.9,.480,19.6,33.3,.247,2019
55,Temple,33,23,10,.697,8.17,4.93,13,5,13,2,8,5,2465,2358,70.5,99.9,.339,.383,.535,51.8,50.1,7.7,6.8,.506,18.0,28.4,.230,2019
56,Tennessee,37,31,6,.838,21.55,10.16,15,3,18,0,7,3,3035,2580,69.4,98.7,.343,.406,.504,47.7,51.2,8.8,6.3,.475,15.6,29.4,.224,2019
57,Texas Tech,38,31,7,.816,22.79,9.53,14,4,17,1,6,3,2765,2261,67.6,87.4,.367,.403,.475,49.2,49.5,9.2,7.0,.430,19.8,27.5,.255,2019
58,Utah State,35,28,7,.800,11.98,0.89,15,3,14,1,9,4,2753,2349,70.0,95.2,.340,.398,.504,43.8,51.0,8.7,9.5,.464,15.6,22.2,.243,2019
59,Vermont,34,27,7,.794,4.88,-4.18,14,2,16,2,11,4,2508,2143,66.5,94.2,.274,.378,.517,46.8,46.0,8.2,8.3,.484,17.5,21.3,.200,2019
60,Villanova,36,26,10,.722,14.33,7.97,13,5,13,2,5,6,2654,2425,65.0,102.5,.282,.397,.531,48.7,56.1,7.9,8.8,.504,15.4,27.4,.197,2019
61,Virginia Commonwealth,33,25,8,.758,11.96,2.87,16,2,16,1,8,4,2344,2044,69.0,89.1,.366,.332,.478,49.2,50.7,9.2,7.9,.435,20.0,30.6,.252,2019
62,Virginia Tech,35,26,9,.743,19.28,7.79,12,6,14,2,5,5,2574,2172,64.4,95.6,.263,.499,.520,48.1,56.5,7.7,10.0,.490,19.0,27.0,.190,2019
63,Virginia,38,35,3,.921,25.46,10.15,16,2,15,1,10,1,2714,2132,60.8,91.3,.263,.425,.475,46.1,43.4,8.1,8.3,.447,15.4,24.7,.175,2019
64,Washington,36,27,9,.750,12.01,7.01,15,3,15,1,7,4,2511,2331,67.4,95.8,.340,.353,.513,52.4,58.6,8.9,7.6,.475,20.5,34.5,.241,2019
65,Wisconsin,34,23,11,.676,17.90,11.01,14,6,12,3,8,5,2333,2099,64.8,93.5,.258,.350,.479,50.2,45.5,7.8,10.8,.452,15.0,26.3,.172,2019
66,Wofford,35,30,5,.857,13.92,0.80,18,0,15,1,11,3,2879,2295,68.5,95.0,.304,.402,.521,45.5,48.5,7.9,7.3,.490,18.0,23.8,.214,2019
67,Yale,30,22,8,.733,5.52,-1.24,10,4,11,2,8,5,2427,2202,72.9,99.5,.305,.380,.509,47.1,48.9,9.4,7.9,.471,13.5,24.1,.223,2019
