,school_name,g,wins,losses,win_loss_pct,srs,sos,wins_conf,losses_conf,wins_home,losses_home,wins_visitor,losses_visitor,pts,opp_pts,pace,def_rtg,opp_fta_per_fga_pct,opp_fg3a_per_fga_pct,opp_ts_pct,opp_trb_pct,opp_ast_pct,opp_stl_pct,opp_blk_pct,opp_efg_pct,opp_tov_pct,opp_orb_pct,opp_ft_rate,year
46,Southern Illinois,36,29,7,.806,13.59,7.53,15,3,13,0,10,4,2266,2023,,,,,,48.6,,,,.418,,,,2007
47,Stanford,31,18,13,.581,11.16,9.06,10,8,12,5,5,6,2156,2081,,,,,,45.8,,,,.414,,,,2007
48,Tennessee,35,24,11,.686,14.97,9.15,10,6,16,0,3,7,2831,2627,,,,,,50.8,,,,.457,,,,2007
49,Texas A&M-Corpus Christi,33,26,7,.788,3.07,-4.80,14,2,13,1,8,5,2615,2302,,,,,,45.1,,,,.435,,,,2007
50,Texas A&M,34,27,7,.794,21.27,5.13,13,3,18,1,7,3,2570,2021,,,,,,46.4,,,,.375,,,,2007
51,Texas Tech,34,21,13,.618,9.71,7.16,9,7,13,3,6,5,2437,2349,,,,,,53.5,,,,.461,,,,2007
52,Texas,35,25,10,.714,15.60,6.12,12,4,15,1,6,5,2860,2528,,,,,,48.6,,,,.411,,,,2007
53,UCLA,36,30,6,.833,20.90,9.84,15,3,16,0,6,4,2503,2081,,,,,,47.6,,,,.425,,,,2007
54,Vanderbilt,34,22,12,.647,12.76,7.79,10,6,14,3,5,6,2594,2387,,,,,,51.6,,,,.437,,,,2007
55,Villanova,33,22,11,.667,16.13,9.16,9,7,10,4,9,4,2392,2132,,,,,,46.7,,,,.411,,,,2007
56,Virginia Commonwealth,35,28,7,.800,9.50,0.20,16,2,15,2,11,2,2626,2298,,,,,,49.1,,,,.453,,,,2007
57,Virginia Tech,34,22,12,.647,14.35,8.26,10,6,13,2,5,6,2428,2181,,,,,,50.4,,,,.417,,,,2007
58,Virginia,32,21,11,.656,12.89,7.96,11,5,16,1,4,6,2463,2267,,,,,,46.9,,,,.408,,,,2007
59,Washington State,34,26,8,.765,13.33,6.00,13,5,12,2,8,4,2273,2024,,,,,,51.8,,,,.404,,,,2007
60,Weber State,32,20,12,.625,-4.03,-3.33,11,5,13,2,6,8,2266,2214,,,,,,49.3,,,,.439,,,,2007
61,Winthrop,34,29,5,.853,9.17,-1.20,14,0,15,0,12,3,2545,2088,,,,,,45.2,,,,.411,,,,2007
62,Wisconsin,36,30,6,.833,19.28,6.95,13,3,19,0,7,3,2527,2083,,,,,,46.5,,,,.410,,,,2007
63,Wright State,33,23,10,.697,1.94,-0.31,13,3,14,1,7,8,2125,2051,,,,,,50.5,,,,.420,,,,2007
64,Xavier,34,25,9,.735,14.18,3.39,13,3,16,1,5,5,2595,2228,,,,,,48.1,,,,.431,,,,2007
